lsoa21cd,lsoa21nm,cluster_type,pop_label,joint_type,housing_score,pop_score,joint_score,pop_vuln_score,priority_score,priority_tier,HEI_bayes,HEI_adjusted,pct_poor_health,pct_low_nssec,pct_elderly_alone,pct_dep_children,pct_deprived_2plus,pct_long_commute,pct_large_hh,avg_epc_rating_num_al,overcrowding_proxy_al,median_house_price_al,transport_ptai_al,hospital_al
E01033872,Southwark 004I,C,Mixed_0,Double Disadvantage,3,3,6,0.41356425645267675,0.726878612716763,Tier 5 (highest),0.8243516416746419,0.4272060308317562,0.0407692307692307,0.2477718360071301,0.0563165905631659,0.1841704718417047,0.1517450682852807,0.0392902408111533,0.0439393939393939,0.1895424228954668,0.7607882818128302,0.187719367433057,0.9492467516887448,0.9690778719074687
E01003979,Southwark 006E,C,Mixed_0,Double Disadvantage,3,3,6,0.3804923338900648,0.5028901734104047,Tier 3,0.6298393046535674,0.5356276959002326,0.0519153225806451,0.3207331042382589,0.0486976217440543,0.1857304643261608,0.1952326901248581,0.0129151291512915,0.0496054114994363,0.3562825046727222,0.7130131045490223,0.2054659462870225,0.855190693196703,0.6959675353033103
E01003980,Southwark 013A,C,Deprived,Housing Disadvantage,3,4,7,0.539614727612863,0.6820809248554913,Tier 5 (highest),0.6009342680878669,0.39084107456737,0.0555555555555555,0.3603238866396761,0.0939597315436241,0.2002237136465324,0.2652370203160271,0.0212121212121212,0.1108597285067873,0.3219888445080524,0.6377819713244917,0.0166313049650984,0.8836333683742017,0.774896282816584
E01003981,Southwark 006F,B,Mixed_0,Population Disadvantage,2,3,5,0.44358298404585883,0.6820809248554913,Tier 5 (highest),0.7047516999157988,0.8601794468915674,0.0649436713055003,0.2176204819277108,0.1056661562021439,0.1684532924961715,0.2401812688821752,0.0176151761517615,0.056060606060606,0.3689532000474744,0.7284108557216292,0.6018062073589182,0.1698687219840924,0.97014148783984
E01003983,Southwark 018A,C,Deprived,Housing Disadvantage,3,4,7,0.6391978506126382,0.5780346820809249,Tier 4,0.4630530859126257,0.5053856429841082,0.0374531835205992,0.4222873900293255,0.0476900149031296,0.4217585692995529,0.2667660208643815,0.0330368487928843,0.1473214285714285,0.343219027518124,0.6026924218042544,0.1640572622944364,0.9020034816973862,0.5531585400645431
E01003984,Southwark 023A,C,Mixed_0,Double Disadvantage,3,3,6,0.4763302109281682,0.4595375722543352,Tier 2,0.4948681388425795,0.3656278291338118,0.0445804195804195,0.3032324268855823,0.1055776892430278,0.2211155378486055,0.2306163021868787,0.0213577421815408,0.0648702594810379,0.4899806948110299,0.4926551366686069,0.1246204203967353,0.8304297130418157,0.6390465259280822
E01003986,Southwark 011A,C,Deprived,Housing Disadvantage,3,4,7,0.67338849869435,0.8265895953757225,Tier 5 (highest),0.651985686149803,0.4832458634353125,0.0787649653434152,0.3904538341158059,0.1344778254649499,0.2804005722460658,0.3452722063037249,0.0279329608938547,0.0629470672389127,0.2440698585335767,0.6706454521994427,0.1640572622944364,0.9085446852731832,0.8023404330975492
E01003987,Southwark 011B,C,Deprived,Housing Disadvantage,3,4,7,0.5733247950048195,0.684971098265896,Tier 5 (highest),0.5774381395512815,0.4078130232475675,0.058695652173913,0.3639973527465255,0.1149567367119901,0.2645241038318912,0.2771672771672772,0.0240274599542334,0.0687116564417178,0.1962984772652076,0.6130069846935857,0.038648105059747,1.0,0.7676948194892292
E01003988,Southwark 018B,C,Deprived,Housing Disadvantage,3,4,7,0.6758189051800244,0.9797687861271676,Tier 5 (highest),0.9563145353322344,0.3356364775337464,0.067127344521224,0.3936599423631124,0.1374570446735395,0.2474226804123711,0.3103448275862069,0.0352564102564102,0.0902857142857142,1.0,1.0,0.0181409472729424,0.932965593344878,0.6390465259280822
E01003989,Southwark 018C,C,Deprived,Housing Disadvantage,3,4,7,0.542738159038949,0.5317919075144508,Tier 3,0.4936087519014033,0.4501663757785692,0.0362831858407079,0.3573033707865168,0.0500568828213879,0.3060295790671217,0.2224744608399546,0.0361757105943152,0.1073059360730593,0.2891250564668239,0.6742722733145528,0.0,0.9412047726848346,0.629948761499574
E01003990,Southwark 018D,C,Deprived,Housing Disadvantage,3,4,7,0.5944200260632357,0.48554913294797686,Tier 3,0.3632145757914128,0.4418005104063379,0.0486322188449848,0.3971138428647782,0.0718635809987819,0.3325213154689403,0.2867557715674362,0.0207394048692515,0.1366384522370012,0.3225783083243151,0.5373285865248627,0.0319438419371378,0.9300469868991864,0.4991049781355677
E01003991,Southwark 017C,C,Deprived,Housing Disadvantage,3,4,7,0.7288163527955644,0.6676300578034682,Tier 4,0.5051910883791066,0.4249553453587901,0.1036920659858601,0.4003690036900369,0.1786941580756013,0.20446735395189,0.342512908777969,0.0327272727272727,0.0475382003395585,0.4015633432290735,0.5728584741784052,0.1368458413850227,0.960237819209218,0.5802443744470156
E01003992,Southwark 014A,C,Deprived,Housing Disadvantage,3,4,7,0.7001199842476449,0.9508670520231214,Tier 5 (highest),0.7509512258654982,0.3848953617727596,0.0610831234256926,0.400974025974026,0.1625,0.303125,0.2981366459627329,0.0323054331864904,0.1010886469673405,0.3577331809280942,0.6866290673716535,0.1019442363055572,0.8727199575580915,0.9123279897404564
E01003993,Southwark 017D,C,Deprived,Housing Disadvantage,3,4,7,0.6263182568254645,0.5867052023121387,Tier 4,0.4842436237842702,0.4970089612992946,0.0508641975308642,0.3808322824716267,0.07125,0.33125,0.2634207240948814,0.0393782383419689,0.1053952321204517,0.2304957895071062,0.5782696290902076,0.1640572622944364,0.9522081781863748,0.6328799252898067
E01003994,Southwark 012E,C,Mixed_0,Double Disadvantage,3,3,6,0.4108103225347356,0.3092485549132948,Tier 1 (lowest),0.3862849641302345,0.538743252502072,0.0519409513395298,0.2962962962962963,0.077277970011534,0.1741637831603229,0.1972157772621809,0.0177073625349487,0.0531177829099307,0.4648626777669322,0.5253972629989435,0.2153251567614478,0.6720919437463664,0.5199008033162726
E01003995,Southwark 014B,C,Mixed_0,Double Disadvantage,3,3,6,0.5356747503102367,0.5260115606936416,Tier 3,0.4956301219812136,0.7206269337396373,0.0714285714285714,0.3304572907679033,0.0989159891598916,0.1897018970189702,0.2585034013605442,0.0293255131964809,0.0431848852901484,0.5145687665904235,0.9089095066854808,0.1522262097251261,0.57184947639459,0.4752867662149341
E01003997,Southwark 017E,A,Mixed_0,Population Disadvantage,1,3,4,0.4500306498554182,0.361271676300578,Tier 2,0.4295059894735707,0.3187880915010448,0.0447876447876447,0.2797731568998109,0.0708661417322834,0.2618110236220472,0.2090729783037475,0.0206185567010309,0.0769230769230769,0.567540252733796,0.4278958998853014,0.1049019994478848,0.8529418628660795,0.5451174329822465
E01003998,Southwark 014D,A,Mixed_0,Population Disadvantage,1,3,4,0.3890928628708878,0.2774566473988439,Tier 1 (lowest),0.3999053504360267,0.5023692416890205,0.0519298245614035,0.2527910685805423,0.0854961832061068,0.1923664122137404,0.2118003025718608,0.0122399020807833,0.0426179604261796,0.5603537720120747,0.4877296137952122,0.261071893362781,0.6885335995246179,0.4900657433085452
E01003999,Southwark 014E,C,Deprived,Housing Disadvantage,3,4,7,0.4984918310821665,0.5086705202312138,Tier 3,0.52128888731649,0.3222703460814795,0.0433911882510013,0.3010577705451586,0.0652173913043478,0.294314381270903,0.2353923205342237,0.0205128205128205,0.1168614357262103,0.5577249507554012,0.5713801651938606,0.0138028946641953,0.8544493775275487,0.6131938994249692
E01004000,Southwark 026A,D,Mixed_0,Double Disadvantage,4,3,7,0.484061307541277,0.6213872832369942,Tier 4,0.5975312376406072,0.283237740821232,0.0539568345323741,0.3157572041692213,0.0854214123006833,0.2460136674259681,0.2368421052631578,0.0209523809523809,0.0582191780821917,0.586884983896222,0.4500815510114765,0.187719367433057,0.9066462950770692,0.6820497519535507
E01004001,Southwark 026B,A,Deprived,Transitional,1,4,5,0.6826634337328891,0.5953757225433526,Tier 4,0.4544383506601346,0.3915009188217125,0.0781426953567383,0.3970088375254929,0.1278295605858855,0.2596537949400799,0.3351063829787234,0.0320427236315086,0.0796812749003984,0.4434398399986992,0.439426900424626,0.2137476830855397,0.9590586607329534,0.5455738425689609
E01004002,Southwark 029A,A,Family,Transitional,1,2,3,0.4087292350888158,0.23699421965317918,Tier 1 (lowest),0.0665322179620752,0.4615015480304304,0.0375586854460093,0.1828528072837632,0.0849772382397572,0.3672230652503793,0.1471927162367223,0.0143805309734513,0.0840978593272171,0.618451594668777,0.1698422352114448,0.4006783136806428,0.9626688162014786,0.0476453963978029
E01004003,Southwark 023B,C,Deprived,Housing Disadvantage,3,4,7,0.6323029851310771,0.6502890173410405,Tier 4,0.5451854920232304,0.3276016085350042,0.0702524698133918,0.397742363877822,0.0911392405063291,0.2544303797468354,0.3173803526448362,0.0335195530726257,0.0717884130982367,0.260451175126682,0.4797418274168226,0.0224789998816896,0.8647562573416234,0.8464755548980698
E01004004,Southwark 023C,C,Mixed_0,Double Disadvantage,3,3,6,0.49475927419451743,0.5606936416184971,Tier 3,0.5648410277228159,0.3366406989820426,0.0445036135412704,0.2689655172413793,0.074430823117338,0.2670753064798599,0.2288209606986899,0.0309278350515463,0.0761821366024518,0.4694675173598026,0.507623406332804,0.1029301573529997,0.8049564477614612,0.7544542540247003
E01004005,Southwark 023D,C,Deprived,Housing Disadvantage,3,4,7,0.5439167120943257,0.5173410404624277,Tier 3,0.4754655864724911,0.4535801238258221,0.0628768303186907,0.3623877443211833,0.0775347912524851,0.257455268389662,0.2652043868394815,0.0239931448157669,0.0734856007944389,0.3215372910390255,0.6053028990339249,0.0333241314035574,0.7906267640364509,0.6840734062464942
E01004006,Southwark 023E,D,Mixed_0,Double Disadvantage,4,3,7,0.4366799420436493,0.7167630057803468,Tier 5 (highest),0.7422998117711654,0.221483973537058,0.048465266558966,0.2833333333333333,0.0732323232323232,0.2651515151515151,0.2017879948914431,0.0160320641282565,0.0707964601769911,0.6071690961191005,0.3535078381647734,0.335213156130459,0.8756281959524663,0.8971444568092323
E01004007,Southwark 018E,C,Deprived,Housing Disadvantage,3,4,7,0.7066768196683549,0.5375722543352601,Tier 3,0.322570250660481,0.4510361397335263,0.049168975069252,0.4381720430107527,0.0773480662983425,0.3683241252302026,0.2757352941176471,0.0466867469879518,0.1275415896487985,0.2362933346452769,0.4980894448267567,0.0220846314627126,0.9328131829905204,0.5184413793282784
E01004008,Southwark 022B,C,Deprived,Housing Disadvantage,3,4,7,0.6190850021873154,0.777456647398844,Tier 5 (highest),0.6504972269674713,0.286845917397077,0.0445615716339242,0.3784266984505363,0.0656753407682775,0.3023543990086741,0.27909887359199,0.0374384236453202,0.132919254658385,0.3167365953449349,0.4972020009873861,0.0110423157313563,0.745735175444779,1.0
E01004010,Southwark 022D,C,Deprived,Housing Disadvantage,3,4,7,0.547669654998118,0.76878612716763,Tier 5 (highest),0.6794179611417928,0.3598713602335432,0.0391506303915063,0.3637833468067906,0.0704,0.3072,0.2519809825673534,0.0297766749379652,0.0930599369085173,0.4296697109908237,0.6354900140859772,0.0595496312655286,0.7831721351396399,0.8657742118955815
E01004011,Southwark 019B,C,Deprived,Housing Disadvantage,3,4,7,0.6498977376183744,0.5578034682080925,Tier 3,0.4013176872262544,0.4835745722276099,0.0537735849056603,0.3732638888888889,0.076463560334528,0.2951015531660693,0.2806804374240583,0.0440744368266405,0.1153846153846153,0.0848047579874464,0.5225540585477672,0.0496904207911033,0.9366369203161724,0.6734620351545803
E01004012,Southwark 019C,C,Deprived,Housing Disadvantage,3,4,7,0.48127375948243273,0.35260115606936415,Tier 2,0.3223432555088087,0.4528186364022749,0.0348936170212765,0.3353535353535353,0.0390455531453362,0.2885032537960954,0.2308522114347357,0.0266990291262135,0.0957562568008705,0.1785232889508557,0.5075152594189587,0.0102535788934023,0.9865222808246024,0.5300133183925759
E01004013,Southwark 019D,C,Deprived,Housing Disadvantage,3,4,7,0.5518392392849629,0.5751445086705202,Tier 4,0.5170644515080763,0.4067463754830847,0.0499405469678953,0.3636991028295376,0.0504587155963302,0.2538226299694189,0.2534562211981567,0.0333704115684093,0.108433734939759,0.0874927937145282,0.4880841963960889,0.0654651575501837,0.8948153117194182,0.8822012688590255
E01004014,Southwark 019E,C,Deprived,Housing Disadvantage,3,4,7,0.6327551731241228,0.47398843930635837,Tier 3,0.2665744023896738,0.5639562757170432,0.0409604519774011,0.4275138803207896,0.0721271393643031,0.3557457212713936,0.2641277641277641,0.031578947368421,0.1409313725490196,0.0,0.318539360467149,0.0056986236542178,0.9749190835543826,0.6734620351545803
E01004015,Southwark 028C,A,Family,Transitional,1,2,3,0.341983722420963,0.18497109826589597,Tier 1 (lowest),0.3089772841175393,0.2822853582916947,0.0327050997782705,0.1645226811103588,0.0718309859154929,0.2788732394366197,0.1645390070921985,0.0066006600660066,0.0963172804532577,0.658444990330422,0.3134905465554191,0.1453247623930284,0.9407841408429104,0.3567298119699862
E01004016,Southwark 029B,A,Family,Transitional,1,2,3,0.4214157593400109,0.24855491329479767,Tier 1 (lowest),0.0146840998612935,0.4734123485019623,0.0401854714064915,0.1944303797468354,0.0745216515609264,0.3746223564954682,0.1683467741935483,0.0168185003503854,0.0726538849646821,0.6099426689153225,0.3030899930870527,0.1246164767125456,0.9618022544724169,0.0
E01004017,Southwark 029C,A,Family,Transitional,1,2,3,0.33323946360351514,0.13005780346820808,Tier 1 (lowest),0.0363873777713856,0.3531312082498595,0.0230722525804493,0.1750764525993883,0.0647149460708782,0.3559322033898305,0.1,0.014054054054054,0.0693374422187981,0.723555576799692,0.2274525239400134,0.1640572622944364,0.9631877371698866,0.0
E01004018,Southwark 032E,A,Family,Transitional,1,2,3,0.2938450850609114,0.09826589595375723,Tier 1 (lowest),0.0782014499473098,0.3748249131160887,0.0236096537250787,0.1341381623071764,0.0734536082474226,0.3389175257731959,0.0937098844672657,0.0106007067137809,0.0501285347043701,0.6733266806858387,0.2695285403800578,0.1719446306739766,0.9756520011019704,0.0487654872933186
E01004019,Southwark 026C,D,Mixed_0,Double Disadvantage,4,3,7,0.4330888268531655,0.4393063583815029,Tier 2,0.526251008880586,0.2972140507575301,0.0338504936530324,0.2651162790697674,0.0615199034981905,0.2979493365500603,0.1749408983451536,0.0198618307426597,0.1038961038961039,0.5895764412468916,0.4139833223770724,0.1956067358125972,0.921743214599526,0.5952092979433318
E01004020,Southwark 029D,A,Deprived,Transitional,1,4,5,0.5650416129863485,0.4393063583815029,Tier 2,0.2754447618010618,0.5459742912150722,0.0429553264604811,0.3288789903489235,0.1002747252747252,0.3557692307692308,0.2439024390243902,0.0292056074766355,0.0750341064120054,0.4709162309395818,0.6710582499369141,0.0615214733604136,0.9947941195262072,0.1877706342449872
E01004021,Southwark 028D,C,Professional,Housing Disadvantage,3,1,4,0.2602122029515547,0.3872832369942196,Tier 2,0.62715622340771,0.314008163558526,0.0259801606046291,0.1210262130507529,0.0596421471172962,0.2266401590457256,0.12,0.014799154334038,0.0363636363636363,0.5809061992839128,0.5014259575684104,0.1936348937177122,0.8767220253663933,0.7067255475008835
E01033869,Southwark 004F,C,Mixed_0,Double Disadvantage,3,3,6,0.4667414190263957,0.6459537572254336,Tier 4,0.6670094618213681,0.4434381191049362,0.0443989071038251,0.2732919254658385,0.110764430577223,0.2854914196567862,0.2049689440993788,0.0136986301369863,0.0851393188854489,0.3136874579959001,0.7553277102204297,0.0238198525062114,0.8869055253697977,0.7953994100625499
E01033871,Southwark 004H,C,Mixed_0,Double Disadvantage,3,3,6,0.4695780454985091,0.6488439306358382,Tier 4,0.6670094618213681,0.263074484393046,0.0628722700198544,0.2584446190102121,0.0801749271137026,0.2332361516034985,0.2240117130307467,0.0223048327137546,0.0615835777126099,0.3136874579959001,0.7553277102204297,0.0238198525062114,0.8869055253697977,0.7953994100625499
E01004023,Southwark 004D,C,Mixed_0,Double Disadvantage,3,3,6,0.48370337920335127,0.47976878612716767,Tier 3,0.5050200634303694,0.4694579668755639,0.0551181102362204,0.3263688760806916,0.1041666666666666,0.225,0.252112676056338,0.0144124168514412,0.0622347949080622,0.3237877254645768,0.5617549319033609,0.1758883148637467,0.89063698703873,0.6568464998099461
E01004024,Southwark 011C,C,Deprived,Housing Disadvantage,3,4,7,0.5744666106383883,0.6560693641618497,Tier 4,0.5671022516052588,0.4629555841270159,0.0569395017793594,0.3961916461916462,0.0986436498150431,0.2577065351418002,0.260122699386503,0.024236037934668,0.0920245398773006,0.1506258756276693,0.6417305318906055,0.0335213156130459,0.8898376102822012,0.8142783614466467
E01033884,Southwark 035A,B,Professional,Double Advantage,2,1,3,0.21292515551714652,0.3106936416184971,Tier 1 (lowest),0.5713327117896139,0.8915959785076727,0.028105167724388,0.1548451548451548,0.0287162162162162,0.1131756756756756,0.1096121416526138,0.020775623268698,0.0135135135135135,0.2370156884734719,0.5377307562968096,0.7556098907599523,0.3114672724284968,0.8629289276500048
E01033885,Southwark 036A,B,Mixed_0,Population Disadvantage,2,3,5,0.3976221769168116,0.46676300578034685,Tier 3,0.5713327117896139,0.9999999976381824,0.0444277108433734,0.2768014059753954,0.0621019108280254,0.2054140127388535,0.2241653418124006,0.0190217391304347,0.0368,0.2370156884734719,0.5377307562968096,0.7556098907599523,0.3114672724284968,0.8629289276500048
E01004028,Southwark 004E,C,Mixed_0,Double Disadvantage,3,3,6,0.42625231397415186,0.6445086705202312,Tier 4,0.6941144675081028,0.3853296424729647,0.0484071162598262,0.2756218905472636,0.0526793823796548,0.251589464123524,0.2187784867821331,0.0200743494423791,0.0581818181818181,0.3052645471584553,0.7436235414294121,0.0,0.9134456631306554,0.8376303371075434
E01004029,Southwark 001A,C,Professional,Housing Disadvantage,3,1,4,0.277844392354225,0.3468208092485549,Tier 2,0.5716367852386638,0.4554288085051712,0.0265664160401002,0.1487650775416427,0.0279870828848223,0.2142088266953713,0.0968783638320775,0.0264705882352941,0.0461868958109559,0.4032771224666803,0.6073225146269635,0.1719446306739766,0.8595069129599053,0.6764229602370215
E01004030,Southwark 007A,C,Mixed_0,Double Disadvantage,3,3,6,0.3995534201443835,0.6358381502890174,Tier 4,0.7105221540304222,0.4103525743980116,0.0463709677419354,0.2492138364779874,0.0892143808255659,0.1731025299600532,0.2013513513513513,0.0204081632653061,0.0420054200542005,0.364825995518814,0.5659551374095817,0.2429309460898385,0.8352809242529671,0.8914627611710217
E01004031,Southwark 007B,C,Mixed_0,Double Disadvantage,3,3,6,0.3408077061974187,0.43063583815028905,Tier 2,0.5853380349520038,0.4290811456838372,0.0334615384615384,0.2181415929203539,0.0585501858736059,0.1840148698884758,0.1717451523545706,0.0161390440720049,0.0739371534195933,0.3763774356186181,0.5768516002266664,0.1394092361083732,0.7645106795744521,0.792197298358934
E01004032,Southwark 001B,A,Professional,Double Advantage,1,1,2,0.17506266765528813,0.057803468208092484,Tier 1 (lowest),0.203057440459053,0.552306667924759,0.0160320641282565,0.1111111111111111,0.0398773006134969,0.1947852760736196,0.0803030303030303,0.0085551330798479,0.0351681957186544,0.3794716080482679,0.4109627325463363,0.2358867373900711,0.8485655084052396,0.3086587258101672
E01004033,Southwark 007C,C,Mixed_0,Double Disadvantage,3,3,6,0.4075279790419359,0.5924855491329479,Tier 4,0.6735421422979686,0.5638558806662375,0.0476190476190476,0.2825333993072736,0.0726159230096238,0.205599300087489,0.1975524475524475,0.0169117647058823,0.0585664335664335,0.2736022655469691,0.7821486564896574,0.148282525535356,0.7759103519973223,0.8148189859635548
E01004034,Southwark 007D,C,Deprived,Housing Disadvantage,3,4,7,0.49410130686600234,0.6184971098265896,Tier 4,0.5886532183920059,0.4519631292051805,0.043613707165109,0.3243034055727554,0.0620272314674735,0.2889561270801815,0.223583460949464,0.0271604938271604,0.0746951219512195,0.4002485261431847,0.6964712398185728,0.0694088417399538,0.8678065380390391,0.6702775322686398
E01004035,Southwark 011D,C,Deprived,Housing Disadvantage,3,4,7,0.6461399350680097,0.6040462427745665,Tier 4,0.4809101842962885,0.5201631229673068,0.0784863349684653,0.3738237810094098,0.1296296296296296,0.2407407407407407,0.2984822934232715,0.025,0.1065989847715736,0.2422505094268964,0.6096403021541676,0.1254091572346893,0.8664555809524542,0.647589254330448
E01004036,Southwark 007E,C,Deprived,Housing Disadvantage,3,4,7,0.4711637239074346,0.708092485549133,Tier 5 (highest),0.7040003937010253,0.3936394151361917,0.0482269503546099,0.3260869565217391,0.0662790697674418,0.3186046511627907,0.2581395348837209,0.0079129574678536,0.087514585764294,0.3288330717163779,0.7118498922247898,0.0118310525693103,0.8098677936702503,0.9115344594362824
E01004037,Southwark 010B,C,Mixed_0,Double Disadvantage,3,3,6,0.45025420872095306,0.6734104046242775,Tier 5 (highest),0.7006262417170293,0.5277472448379331,0.0355907068709836,0.3142501555693839,0.041049030786773,0.2964652223489167,0.2457337883959044,0.0185873605947955,0.0843785632839224,0.3582496579986691,0.9136713117015132,0.0378396498008441,0.918053225135861,0.7018484850599918
E01004038,Southwark 010C,C,Mixed_0,Double Disadvantage,3,3,6,0.4115516522301177,0.49132947976878616,Tier 3,0.5704555715476646,0.5152492956331555,0.0387823185988323,0.2906026557711951,0.0242248062015503,0.2684108527131782,0.2030947775628626,0.0226244343891402,0.0729571984435797,0.3063061504371501,0.6918455687355223,0.150254367630241,0.928822520038667,0.6502944866317786
E01004039,Southwark 013B,C,Mixed_0,Double Disadvantage,3,3,6,0.41436064553005775,0.45375722543352603,Tier 2,0.5526076833640312,0.3992530179811112,0.0323834196891191,0.3183206106870229,0.0282574568288854,0.2401883830455259,0.1959247648902821,0.0232288037166085,0.0889235569422776,0.5508614983466462,0.6555753546799907,0.0851835784990343,0.9124368517375264,0.5516619495778303
E01004040,Southwark 013C,C,Deprived,Housing Disadvantage,3,4,7,0.7325860242925589,0.6156069364161849,Tier 4,0.4554071187568977,0.690444425167348,0.0589171974522293,0.4131614654002714,0.1160714285714285,0.3520408163265306,0.3445161290322581,0.0371845949535192,0.1240409207161125,0.2273086948728581,0.8059883410799582,0.1640572622944364,0.8557910033679483,0.5054949953942751
E01004041,Southwark 013D,C,Deprived,Housing Disadvantage,3,4,7,0.5665512974609644,0.5578034682080925,Tier 3,0.4877612597815953,0.6637961788263967,0.0454266421117249,0.4132613723978411,0.0786838340486409,0.2889842632331902,0.2826086956521739,0.0226130653266331,0.0985507246376811,0.2477008459629758,0.8091656677114338,0.1640572622944364,0.8950402984329937,0.5156333736804923
E01004042,Southwark 010D,C,Deprived,Housing Disadvantage,3,4,7,0.5556270074975427,0.47109826589595377,Tier 3,0.3723258256102906,0.4872506769576225,0.068100358422939,0.3743119266055046,0.1037394451145959,0.2171290711700844,0.2968369829683698,0.0160599571734475,0.0838396111786148,0.2571424756827569,0.5657693971631117,0.0596442796860831,0.9419383123155012,0.5156333736804923
E01004043,Southwark 010E,A,Mixed_0,Population Disadvantage,1,3,4,0.4781964798987238,0.3901734104046243,Tier 2,0.3882327991648713,0.3854174838597096,0.0584319526627218,0.3013468013468013,0.094240837696335,0.2006980802792321,0.2363013698630137,0.0192307692307692,0.07008547008547,0.4130293957318177,0.3925128125923864,0.186141893757149,0.970872225764392,0.4993145225219664
E01004044,Southwark 013E,C,Deprived,Housing Disadvantage,3,4,7,0.6348332635244642,0.8150289017341041,Tier 5 (highest),0.672205422172594,0.4231912147396444,0.050034746351633,0.3855633802816901,0.0671378091872791,0.3056537102473498,0.2973451327433628,0.0387481371087928,0.1174377224199288,0.3804617711767264,0.5885281096958611,0.2389872619000684,0.9248287466714188,0.7778863222066208
E01004045,Southwark 027A,C,Deprived,Housing Disadvantage,3,4,7,0.5467626146095841,0.5895953757225434,Tier 4,0.5429367042816742,0.5261052141987794,0.0441640378548895,0.3747940691927512,0.056338028169014,0.3708920187793427,0.2328125,0.0248618784530386,0.097331240188383,0.2700762489102308,0.7405412545486758,0.0496904207911033,0.8856551383809863,0.650269855003289
E01004046,Southwark 028E,D,Family,Housing Disadvantage,4,2,6,0.33915676507667586,0.45375722543352603,Tier 2,0.6239482843821172,0.1308785446793239,0.0320924261874197,0.1691699604743083,0.057632398753894,0.292834890965732,0.1306376360808709,0.0157835400225479,0.0737833594976452,0.8118500976193737,0.288991541181956,0.2389872619000684,0.8707894264028951,0.7018484850599918
E01004047,Southwark 027B,C,Deprived,Housing Disadvantage,3,4,7,0.644826941615508,0.8872832369942196,Tier 5 (highest),0.7126709135471294,0.3409236565522759,0.0439292251372788,0.3740685543964232,0.085209003215434,0.3038585209003215,0.2601626016260163,0.0414798206278026,0.1426256077795786,0.3027438672240141,0.6266433903714165,0.0536341049808734,0.8939661683165686,0.9439281298533412
E01004048,Southwark 027C,A,Family,Transitional,1,2,3,0.4057589991050491,0.3179190751445087,Tier 2,0.4296905568892919,0.3473676367692036,0.049109883364027,0.1998420221169036,0.0565217391304347,0.336231884057971,0.1893063583815029,0.0164835164835164,0.0553129548762736,0.4566508370162441,0.3898403318319915,0.1737192885593732,0.9240521796277872,0.5708771900564107
E01004049,Southwark 027D,C,Deprived,Housing Disadvantage,3,4,7,0.5184713551830028,0.5780346820809248,Tier 4,0.5566892897148102,0.480032311382696,0.0393175074183976,0.293488824101069,0.0558766859344894,0.3641618497109826,0.2065637065637065,0.0283159463487332,0.1126213592233009,0.3381578866035982,0.6677869646153639,0.0812398943092642,0.8238314851837761,0.6940274503820527
E01004050,Southwark 024D,D,Professional,Housing Disadvantage,4,1,5,0.2586396040081011,0.4046242774566474,Tier 2,0.6484166206351252,0.1175649823298116,0.0208333333333333,0.1349141455437449,0.0653188180404354,0.1959564541213063,0.1095238095238095,0.0144124168514412,0.0572337042925278,0.71471147832217,0.3502739243089438,0.1325077887762756,0.9036323025592624,0.7725775580664157
E01004051,Southwark 027E,D,Family,Housing Disadvantage,4,2,6,0.3620818055744111,0.546242774566474,Tier 3,0.6800593300827584,0.1741473293345312,0.0405616224648986,0.15032080659945,0.114334470989761,0.2269624573378839,0.1008547008547008,0.0228426395939086,0.046075085324232,0.6305383278125145,0.4276776686470599,0.1009583152581147,0.8228278578163055,0.8614244902282573
E01004052,Southwark 024E,D,Family,Housing Disadvantage,4,2,6,0.30169652313952466,0.3901734104046243,Tier 2,0.5902985686964966,0.2037712279154263,0.0308924485125858,0.1574642126789366,0.0701298701298701,0.235064935064935,0.1395348837209302,0.0117117117117117,0.0558441558441558,0.6058686164194376,0.3401818570271462,0.1916630516228271,0.9029780785211696,0.7391985275148454
E01004053,Southwark 001C,C,Professional,Housing Disadvantage,3,1,4,0.1790085956461283,0.11271676300578035,Tier 1 (lowest),0.3807181927181575,0.5230359426873566,0.0123126338329764,0.1154776299879081,0.046485260770975,0.1859410430839002,0.0684624017957351,0.0122982321291314,0.0315670800450958,0.2193363638133665,0.5026365263212592,0.187719367433057,0.9255285901353056,0.5558506650964814
E01004054,Southwark 001D,A,Professional,Double Advantage,1,1,2,0.19030903043540198,0.07803468208092486,Tier 1 (lowest),0.2902806191139067,0.5295421727447487,0.0208741030658838,0.1125,0.0427586206896551,0.1889655172413793,0.0890410958904109,0.0111627906976744,0.0262068965517241,0.3850578069943363,0.5405631204757735,0.1616910517805743,0.9956703235429936,0.2904294733559102
E01004055,Southwark 001E,A,Deprived,Transitional,1,4,5,0.6592853056292602,0.5317919075144508,Tier 3,0.3537594265877727,0.408607873879044,0.0773854244928625,0.3739688359303391,0.1311787072243346,0.2832699619771863,0.3150943396226415,0.0243506493506493,0.096590909090909,0.4130678774778097,0.354997251091611,0.258705682848919,0.9988329939166838,0.4518074695627364
E01004056,Southwark 008A,C,Family,Housing Disadvantage,3,2,5,0.33967384197335077,0.3670520231213873,Tier 2,0.5610221616603885,0.430921370961433,0.0410012947777298,0.2310015098137896,0.0549019607843137,0.2196078431372549,0.1681329423264907,0.0113314447592068,0.0615835777126099,0.2727520077443117,0.5539587046496156,0.168986867531649,0.9982682461614552,0.6972309558753782
