lsoa21cd,lsoa21nm,HEI_pca,HEI_quintile,HCI,HCI_quintile,Affordability,Aff_quintile,median_house_price,transport_ptai,hospital,avg_epc_rating_num,overcrowding_proxy
E01004059,Southwark 008D,0.2607873041090864,Q1 (best),0.4293392492595205,Q2,0.4649920978556664,Q5 (least affordable),792500.0,17.7769,2.165503875968992,4.567365269461078,0.003614081796331
E01004056,Southwark 008A,0.5223847792375681,Q4,0.39314110998311536,Q1 (best condition),0.1973011137815267,Q3,506250.0,4.48725,1.3373983739837398,4.679442508710801,0.0037945510320148
E01033867,Southwark 002F,0.3063598392316543,Q2,0.6180089922030202,Q5 (worst condition),0.21483545771651402,Q4,525000.0,79.5195,0.6940476190476191,4.458272327964861,0.0047233955445806
E01004033,Southwark 007C,0.5784173739886375,Q5 (worst),0.5148588147500834,Q4,0.17275303227254446,Q3,480000.0,25.9337,1.0216666666666665,4.678466076696165,0.0048096882799412
E01003934,Southwark 002C,0.0275277298363782,Q1 (best),0.2861203450354449,Q1 (best condition),0.9162092151160068,Q5 (least affordable),1275000.0,75.8419,0.7085526315789474,4.7518324607329845,0.0032106488689759
E01004063,Southwark 025C,0.2879930505651902,Q1 (best),0.4588240699089918,Q2,0.31770360880177295,Q5 (least affordable),635000.0,25.4598,1.6125925925925926,4.353535353535354,0.0029383232076773
E01004064,Southwark 026D,0.4998614583453256,Q4,0.4715348399422652,Q2,0.121318956729915,Q2,425000.0,20.416,1.1087719298245613,4.528445006321112,0.0037995150340041
E01003949,Southwark 032A,0.1413631717844879,Q1 (best),0.47330221175211373,Q2,0.12015000046758251,Q2,423750.0,9.00387,2.971031746031746,4.374045801526718,0.0031480769407865
E01003950,Southwark 032B,0.0978272830825045,Q1 (best),0.4170470305195729,Q1 (best condition),0.048843668465300694,Q1 (most affordable),347500.0,8.68232,3.0973958333333336,4.539489671931956,0.0033908535950004
E01004000,Southwark 026A,0.4961493843742771,Q3,0.5238362244340214,Q4,0.21951128276584397,Q4,530000.0,13.3242,1.37816091954023,4.318693693693693,0.0033324379239821
E01004018,Southwark 032E,0.0962188697836334,Q1 (best),0.479074550294571,Q3,0.20080798256852417,Q3,510000.0,6.66859,3.0785714285714287,4.219424460431655,0.0025292207584616
E01004074,Southwark 031D,0.4544780279394685,Q3,0.5048188125476543,Q3,0.7969756763580931,Q5 (least affordable),1147500.0,18.376,0.836111111111111,3.872,0.0014642227054181
E01004017,Southwark 029C,0.0501141209135543,Q1 (best),0.486444545178069,Q3,0.19145633246986427,Q3,500000.0,7.87077,3.217948717948718,4.161741835147745,0.0023420392844825
E01004072,Southwark 030E,0.5166183323479298,Q4,0.5177662171438325,Q4,0.5673926664359924,Q5 (least affordable),902000.0,10.2607,0.8444444444444444,3.948303715670437,0.0016833544134686
E01003969,Southwark 017B,0.5986686894599189,Q5 (worst),0.5404303496285109,Q4,0.2067462803811732,Q4,516350.0,20.5273,0.8478142076502733,4.392133492252682,0.0037883048685709
E01004073,Southwark 031C,0.3997638507387293,Q2,0.5126189907405982,Q4,0.6403355372055397,Q5 (least affordable),980000.0,18.2363,1.2045454545454546,4.0272479564032695,0.0019808957315048
E01033881,Southwark 016F,0.4972165016032158,Q3,0.46840993295196054,Q2,0.1680772072232145,Q3,475000.0,19.6174,1.2390909090909092,4.5993150684931505,0.0040791522589595
E01003989,Southwark 018C,0.5234488539703902,Q4,0.46673977846183634,Q2,0.0,Q1 (most affordable),288250.0,9.99103,1.5180555555555555,4.660639777468707,0.0043297839991016
E01004057,Southwark 008B,0.5042149098892629,Q4,0.4212400360018095,Q1 (best condition),0.18210468237120436,Q3,490000.0,8.45748,1.347463768115942,4.613505747126437,0.0037453514054431
E01004048,Southwark 027C,0.3570763968893185,Q2,0.4147755970412421,Q1 (best condition),0.2029121038407226,Q4,512250.0,11.6454,1.6766666666666663,4.468253968253968,0.0030644458193496
E01004016,Southwark 029B,0.0556791513431461,Q1 (best),0.45939764050688037,Q2,0.14469340615151538,Q2,449995.0,8.0044,3.550877192982456,4.29221435793731,0.002678523917793
E01004061,Southwark 025A,0.2339498128713134,Q1 (best),0.46294137062778606,Q2,0.24756623306182368,Q4,560000.0,23.2533,1.8043010752688171,4.246973365617434,0.0025129847727824
E01003929,Southwark 002B,0.0154470364673443,Q1 (best),0.4884607816320754,Q3,0.5398052986449458,Q5 (least affordable),872500.0,92.32,1.038076923076923,4.559276018099547,0.004074302067396
E01003948,Southwark 033D,0.4561444299710826,Q3,0.513078007808539,Q4,0.1306706068285749,Q2,435000.0,15.3887,1.4953703703703705,4.3681652490887,0.0034558128945638
E01003988,Southwark 018B,0.9989972857026737,Q5 (worst),0.5788913489346666,Q5 (worst condition),0.01845080564465601,Q1 (most affordable),315000.0,10.7857,1.3788359788359787,4.422584400465658,0.0042418016212566
E01004015,Southwark 028C,0.2703264363594998,Q1 (best),0.49362158558643365,Q3,0.169246163485547,Q3,476250.0,10.0316,2.2516666666666665,4.236514522821577,0.0027247923408311
E01004052,Southwark 024E,0.4615005471925117,Q3,0.4766902090185874,Q3,0.22418710781517392,Q4,535000.0,13.678,1.2247126436781608,4.296892980437284,0.0028435326413454
E01004062,Southwark 025B,0.4683707822369729,Q3,0.5520284558767781,Q5 (worst condition),0.16199863465908554,Q3,468500.0,30.5572,1.2662878787878789,4.458520179372197,0.0041718971142646
E01004031,Southwark 007B,0.4607112496541699,Q3,0.46661772450428396,Q2,0.16223242591155207,Q3,468750.0,27.0332,1.0824074074074077,4.56043956043956,0.003896393513797
E01004070,Southwark 031B,0.3750045328036787,Q2,0.5222446880265578,Q4,0.3504343841470826,Q5 (least affordable),670000.0,13.7166,1.4352380952380952,3.977631578947368,0.0018474113252842
E01004075,Southwark 031E,0.381446084878898,Q2,0.5,Q3,1.0,Q5 (least affordable),1675000.0,5.99604,1.5964646464646464,3.8421875,0.0013200935546931
E01004069,Southwark 031A,0.2420618575423766,Q1 (best),0.48985125482216585,Q3,1.0,Q5 (least affordable),1595000.0,6.49154,2.0838235294117644,3.94234592445328,0.0011927250959909
E01003946,Southwark 033B,0.1865034291310814,Q1 (best),0.4321994299587891,Q2,0.313027783752443,Q5 (least affordable),630000.0,8.85067,2.3089147286821703,4.212201591511937,0.0021054881796824
E01003945,Southwark 033A,0.0908862200151531,Q1 (best),0.46240954881868457,Q2,0.1400222569272348,Q2,445000.0,6.43321,2.9170542635658916,4.155792276964048,0.0021150805335537
E01003951,Southwark 033E,0.3392867815645876,Q2,0.4804230876281803,Q3,0.40654428473904203,Q5 (least affordable),730000.0,4.94678,1.6963333333333332,3.993067590987868,0.0015637745775735
