lsoa21cd,lsoa21nm,gw_load_avg_epc_rating_num_al,gw_load_overcrowding_proxy_al,gw_load_median_house_price_al,gw_load_transport_ptai_al,gw_load_hospital_al,gw_var_exp,gw_score,gw_dominant
E01004024,Southwark 011C,-0.11358139596752302,0.6882574299657891,-0.24983388965281103,-0.11534969447598167,0.6615727111604593,0.554633978350212,0.08819606646794632,Overcrowding
E01004036,Southwark 007E,-0.11286217781176043,0.4005813546415269,-0.40034605780982074,-0.04645463914948428,0.8150838653971583,0.7263905282338432,0.27458167421059515,"Hospital
(inv)"
E01004044,Southwark 013E,-0.5064657148197365,0.39662299478763474,0.04083128235524983,0.019291534907511485,0.7642926944436663,0.5283757095580952,0.0310762789859542,"Hospital
(inv)"
E01004045,Southwark 027A,-0.7126824203444687,0.6402355683276924,-0.25481886848203233,-0.005354190558478661,-0.13122828082798355,0.7792888893264434,0.4165321318896672,"EPC
(inv)"
E01004065,Southwark 025D,-0.6436554683355692,0.7001769133531219,-0.2986422709884034,-0.07914393658433219,-0.0029932206464257194,0.6388875307104964,-0.11615164354313441,Overcrowding
E01004071,Southwark 030D,-0.6712988343264746,0.5863948098792588,-0.42028581263935316,-0.043627362246379586,-0.16418127462072546,0.7294963984969125,-0.046427032403322174,"EPC
(inv)"
E01032637,Southwark 035E,-0.04482904327128705,-0.21462884470885868,0.7328979555621804,-0.6437890166616524,0.017919393318961797,0.6997062303779816,-0.04231202727824884,Price
E01032638,Southwark 035D,-0.0050436313464904655,-0.31017034532348453,0.8439849900081603,-0.4339474432466222,0.05610589813376573,0.6969757099407463,0.01909768900476965,Price
E01032639,Southwark 014F,-0.2729769096104931,0.5647957132100411,-0.16844930985801784,-0.540773017803809,0.5344892724674498,0.6093853017421408,0.12039685709738003,Overcrowding
E01032640,Southwark 035B,-0.06662923017524303,-0.1310812218436418,0.672289827788756,-0.7236337191446046,0.05252510766238377,0.6967511935622708,-0.03579839125140934,"Transport
(inv)"
E01032719,Southwark 014G,-0.22523031445448363,0.4712866996507037,-0.27709197359874604,-0.44830203826778264,0.6703771124040447,0.49900594230161827,0.24500203617326555,"Hospital
(inv)"
E01032803,Southwark 036C,-0.0215297033408462,-0.028793123655637798,0.5046444172821755,-0.8496823376338251,0.14859799838241125,0.650926890039243,0.06640997627708231,"Transport
(inv)"
E01032834,Southwark 035C,-0.03160005807262328,-0.24100449581390276,0.7725224814437335,-0.5860605107990641,0.025697522706470053,0.699370069326867,0.11407293014576975,Price
E01033870,Southwark 004G,0.003038358514591927,-0.1998422909283038,0.6704479499151779,-0.7143895026746298,-0.01417787208624168,0.6495853422339258,-0.07336576102725133,"Transport
(inv)"
E01033872,Southwark 004I,-0.4641786989595553,0.43631079614199275,0.10402741180141876,0.03427100262689537,0.7630038142597979,0.620844688017658,0.20398841517900382,"Hospital
(inv)"
E01033874,Southwark 009H,-0.5666631622796755,0.5800712609601935,-0.12630291317486966,0.37680529638130583,-0.42950615300108,0.5005620226648549,0.20402258665956963,Overcrowding
E01033875,Southwark 012G,-0.19876791034326097,0.6494072929970413,-0.11543421323792742,-0.6146544489710224,0.38423474126411095,0.5994451869780727,-0.030891828894836267,Overcrowding
E01033876,Southwark 012H,-0.23859614199227025,0.49588009798911137,-0.20916362035304775,-0.6002472364792115,0.5414135613970061,0.5828317547028472,-0.0844775679059974,"Transport
(inv)"
E01033882,Southwark 022G,-0.7800092866392325,-0.5241864348947719,-0.027856185616885538,-0.12112553674555035,0.31838142455213125,0.4965916532734582,0.0002026695903674329,"EPC
(inv)"
E01033883,Southwark 022H,-0.4077810155098771,-0.05816959473152683,-0.25416632067998485,-0.03322208931488376,0.8744293658449812,0.44976933509355244,-0.09106003855142798,"Hospital
(inv)"
E01033885,Southwark 036A,-0.05525922930965167,-0.1936895580920011,0.6978265458025527,-0.6869090757244897,0.02499612615655229,0.699457092220283,0.5681694731261299,Price
E01003911,Southwark 020A,-0.3568703986292623,0.8594631176820876,-0.3287842394037002,-0.10462946979666808,0.12214854029490317,0.45757375899130226,0.09541369032449154,Overcrowding
E01003914,Southwark 024B,-0.8663754946901877,0.40175611694594326,-0.27474192065029834,0.09327654099691904,-0.061659456970412786,0.5367436784989644,-0.23003750490360317,"EPC
(inv)"
E01003915,Southwark 024C,-0.6646380473930326,0.5959434808500219,-0.3206986460644728,0.15129891057152173,-0.27815220952245057,0.5510888264392726,0.2394384687039136,"EPC
(inv)"
E01003917,Southwark 020C,0.43966930676186605,0.5777655926871952,0.10058782417002224,-0.3323392253164344,0.5935575368430318,0.5109575246702949,-0.09328604965360414,"Hospital
(inv)"
E01003922,Southwark 021D,-0.2155425480836038,0.903156705508881,-0.2900110129374299,-0.1506234953428208,0.17622585021978945,0.6877975507416209,0.1675408060099823,Overcrowding
E01003930,Southwark 034A,-0.0044309278318548926,-0.3603563180415217,0.5912619455848261,-0.7197549321318614,0.04985820194523521,0.4912240603619536,0.2534734286876967,"Transport
(inv)"
E01003942,Southwark 006D,-0.1040670273062325,0.5355225247870311,-0.10831771819253884,-0.715339249316916,0.4230162048735717,0.5124515767360638,-0.15446293139248177,"Transport
(inv)"
E01003952,Southwark 030A,-0.5986130139946233,0.5935632275635212,-0.45104391245721537,-0.04503535642827009,-0.28961415722874173,0.599253041779097,-0.12263319623661777,"EPC
(inv)"
E01003955,Southwark 028B,0.002610742066511077,0.03932580809147414,0.10609237437699899,-0.09069328249014748,0.9894270066326407,0.7605866486812384,-0.01485507531613885,"Hospital
(inv)"
E01003956,Southwark 030C,-0.40532673453110873,0.40607028035066817,-0.6759263463180293,-0.028419854792466243,-0.4616633534265125,0.5119695022688262,0.005871117757760946,Price
E01003960,Southwark 012A,-0.22797440891206555,0.7991343044524631,0.05621721555421648,-0.06755201970322144,0.5492616695508779,0.5061237428886967,-0.26064475511939,Overcrowding
E01003976,Southwark 036D,-0.04644361717348785,-0.21601241817651323,0.6276086938804671,-0.7462228556679007,-0.02098577284437779,0.7372644334487687,-0.10101764466768215,"Transport
(inv)"
E01003977,Southwark 010A,-0.3460523094691375,0.5334450855543099,-0.028049847052257524,-0.03293087620076612,0.7705925663293325,0.6940073051466389,0.025269329058235142,"Hospital
(inv)"
E01003979,Southwark 006E,-0.46459322282211235,0.3714885252274597,0.19571219310930227,0.3445833723616028,0.6993628885581091,0.5043709134687455,-0.05694579315735222,"Hospital
(inv)"
E01003980,Southwark 013A,-0.6975360388538642,0.25598082162594793,0.20729737978236548,0.12065264037325343,0.6248103953729434,0.6221695107435963,0.021895603560065403,"EPC
(inv)"
E01003999,Southwark 014E,0.19037354482795238,0.2658853052238258,0.172396584807981,-0.684183706147438,-0.6286771760487045,0.38097668799099205,-0.03914044073305304,"Transport
(inv)"
E01004010,Southwark 022D,0.5211473791110667,0.11997704957590033,0.08175643093868905,-0.3254497553519902,0.7755058088513742,0.4079181406071124,0.17269199147108155,"Hospital
(inv)"
E01004013,Southwark 019D,-0.9173664395609012,-0.19419149276455938,-0.2209845321767939,0.16805209567161636,-0.20893254745062884,0.5778167506154313,0.20039397842744605,"EPC
(inv)"
E01004014,Southwark 019E,-0.9025348406784528,-0.3737367121333344,-0.1749682427791153,0.11257094556627673,-0.04965508632947063,0.6729982820035317,0.29777192746160386,"EPC
(inv)"
E01004021,Southwark 028D,0.01799845699968435,0.017514113505007204,0.14817594255443828,-0.15630223913442148,0.9762083852658886,0.5004762429185702,-0.016170421980029416,"Hospital
(inv)"
E01004023,Southwark 004D,-0.02401654457285609,0.5421534059795372,-0.820732797519762,-0.060520153601327946,-0.16801153548201692,0.6091510130423673,-0.07703164277994312,Price
E01004030,Southwark 007A,-0.09511244614433673,0.48539327274897515,-0.16196338164984536,-0.11988450192597747,0.8454244866107117,0.6445550469599985,0.11687529357265841,"Hospital
(inv)"
E01004032,Southwark 001B,-0.08643552898791956,0.4251010286532978,-0.1883436331886553,-0.16179178736302077,0.8661224556294931,0.7315607783781736,-0.2993029882229061,"Hospital
(inv)"
E01004034,Southwark 007D,-0.20545434431810528,0.7036503449002799,-0.6772338618745894,0.04697479786444413,-0.042571929936978524,0.3897568516489903,0.0439060695747963,Overcrowding
E01004037,Southwark 010B,0.21785483695816527,0.9020934853784397,-0.1697914498015805,-0.06729334262969844,0.3246676504730793,0.4950173636502598,0.2443231100457608,Overcrowding
E01004042,Southwark 010D,-0.2286706499547607,0.7231513218092543,-0.23722174108931507,-0.11467604862387008,0.5961016264374432,0.631815863615484,-0.12330235418004212,Overcrowding
E01004043,Southwark 010E,-0.39820283969597714,0.5931401203469949,-0.08963692454382015,-0.05572871282624214,0.6917216408483027,0.5231410382668844,-0.3041594780303523,"Hospital
(inv)"
E01004047,Southwark 027B,-0.7007637291615039,0.6256380532203233,-0.33521692434086425,-0.024555568911448732,0.06733394333642084,0.777471157187078,0.30626850046485193,"EPC
(inv)"
E01004051,Southwark 027E,-0.704041954562074,0.6453765155666493,-0.24311548867318503,0.028267606534452525,-0.16706250614508664,0.7067434053870247,-0.14739291562816695,"EPC
(inv)"
E01004060,Southwark 008E,-0.06775394942463116,0.34886139523676063,-0.3952662522199332,-0.09776283277601165,0.8413751527317903,0.7726879777847216,-0.13653206379539032,"Hospital
(inv)"
E01004066,Southwark 025E,-0.8980548810516927,0.30013747244292477,-0.27918398009628187,0.0377154656248088,0.15507668156465867,0.5322180893922179,0.00900161992335368,"EPC
(inv)"
E01032584,Southwark 034E,-0.18654919253164134,-0.24349647485929432,0.6997511303497383,-0.6385751304456061,0.09208161514401643,0.47996998309976313,0.07716172205092137,Price
E01032646,Southwark 036B,-0.029041009216594284,-0.13152058782626286,0.6559349581284518,-0.7373763852978735,0.08879387293943088,0.6841199379036011,-0.06940923154186221,"Transport
(inv)"
E01033871,Southwark 004H,-0.1921116894345103,0.6107409381526342,-0.23348676526837356,-0.07998120697414504,0.727444528622306,0.6137505703689975,0.10865460501409979,"Hospital
(inv)"
E01033877,Southwark 012I,-0.2292552452979773,0.5185618581965719,-0.019547186175468623,-0.7255612177817137,0.3895054023897742,0.5365480721092734,0.034959079568566434,"Transport
(inv)"
E01033878,Southwark 015F,-0.9735297691890565,0.08716331025936394,0.1809306867967401,0.04222656013278777,0.10061485994595636,0.5146663253852699,-0.16240617148345524,"EPC
(inv)"
E01033879,Southwark 015G,0.3434330081088268,0.7569319046639545,-0.13507130595782657,-0.4176052708696476,-0.34127619414757937,0.42403622165092625,-0.1581812028630959,Overcrowding
E01003916,Southwark 020B,0.8207331609530473,0.3010094756587417,0.18280000319660378,-0.16325802627199812,0.41919130449564695,0.7257501592814009,0.029123855465222174,"EPC
(inv)"
E01003918,Southwark 020D,-0.05567786422080592,0.8113084990066004,-0.09813571003924416,-0.34411188008476323,0.45894976988237907,0.6838708436711199,0.08218633871638131,Overcrowding
E01003920,Southwark 021B,-0.011974183506625052,0.9047616498579206,-0.20621611383163302,-0.19769374000079812,0.31568192130117106,0.6561323605243025,0.10815122234987194,Overcrowding
E01003932,Southwark 034B,-0.3049951002629439,0.5711596414811289,-0.40709092089488086,0.6407162375090825,-0.06718882255188152,0.5371169225392172,-0.07150201976146596,"Transport
(inv)"
E01003947,Southwark 033C,-0.42721225406478414,0.5024413469970705,-0.6683281900813034,-0.0289013191874425,-0.34284767302189784,0.7374806931899971,0.5444899193752939,Price
E01003957,Southwark 032C,0.20740597939155692,-0.13387393814072945,0.3576493408412393,-0.04585012028287734,0.8994694235298909,0.7145350254960439,-0.10644310767262975,"Hospital
(inv)"
E01003961,Southwark 012B,-0.3059044520716823,0.5624364421316975,0.0840908784554504,0.43251800956643066,0.6292412973782349,0.3563169542826481,0.146635023500282,"Hospital
(inv)"
E01003990,Southwark 018D,0.8584237901563924,0.3892566179519381,0.19412848137108166,-0.24444714960173136,0.1189437078886463,0.49684416933393083,0.01387930491032836,"EPC
(inv)"
E01003994,Southwark 012E,-0.27470929382016096,0.6987476721830693,0.04388742038220747,-0.6247393263627927,0.20990751043144984,0.5832483077684506,-0.10122279382397112,Overcrowding
E01004001,Southwark 026B,-0.13703218254896096,0.18782232627370388,-0.11515627689052371,-0.17471894193499726,0.9498196028303645,0.7027585762570657,-0.02945167063220923,"Hospital
(inv)"
E01004011,Southwark 019B,-0.9077755119142309,-0.28068697218831873,-0.2046024519551777,0.10960422446874507,-0.2080461348959508,0.6831494200766266,0.1926695239135006,"EPC
(inv)"
E01004012,Southwark 019C,-0.9100087066009774,-0.2864304307934467,-0.20436691169108293,0.09277014868978824,-0.19866964323675934,0.7742118649633147,0.13353463631978288,"EPC
(inv)"
E01004028,Southwark 004E,-0.001853740540250564,-0.28749261080639515,0.8221324040837116,-0.48954681747824297,0.04227039188597706,0.7226705981834655,-0.23457331333371184,Price
E01004039,Southwark 013B,-0.771379872410135,0.6290973860760948,0.05983958153423961,-0.07501225423083818,-0.0013990960524540431,0.4520997168841822,-0.1445508799858609,"EPC
(inv)"
E01004040,Southwark 013C,-0.7435833800674513,0.5489806319041957,0.1001235590102453,-0.08345751005290901,-0.3587675286706208,0.6264952997038724,0.25267739451285237,"EPC
(inv)"
E01004049,Southwark 027D,-0.7375198652742038,0.6304449203874061,-0.2223893352930116,-0.016324943548431226,-0.09423444407280474,0.7477033615185112,0.24006404138501142,"EPC
(inv)"
E01004054,Southwark 001D,-0.12262501150687767,0.34631563334659254,-0.13743414085617817,-0.1569892700775754,0.9063635113244144,0.6844009042409934,-0.23899504395346757,"Hospital
(inv)"
E01004055,Southwark 001E,-0.11098297840751271,0.3684301443226672,-0.15123771169888142,-0.16180966454335924,0.8960395048649517,0.6931196717135428,-0.18754962174534812,"Hospital
(inv)"
E01033873,Southwark 009G,-0.0962298956879418,0.6374310024433083,-0.24563914822145486,-0.597238260169738,0.4091324892384748,0.49789210702741354,0.18480096817356886,Overcrowding
E01003913,Southwark 024A,-0.38088578851872074,0.8652363140968637,-0.29160526426131084,-0.13283452341673807,0.060112362424745255,0.5841918869918274,-0.22174105250808976,Overcrowding
E01003939,Southwark 002E,0.07086353351925259,-0.03375588480025393,0.5712908949936747,-0.812952249582683,0.08108176770581432,0.5376623405633525,0.1426030469664306,"Transport
(inv)"
E01003966,Southwark 015B,-0.9530201986969299,0.18210914664597533,0.17804221210774998,0.031124137891024185,0.1610000569312247,0.47271249734746107,-0.13094189597698977,"EPC
(inv)"
E01003981,Southwark 006F,0.0605836995243873,-0.10172402238030698,0.710644935409364,-0.686103954525705,0.10112852210884361,0.6284586802071543,0.30558146165219213,Price
E01003983,Southwark 018A,-0.834178276257737,-0.5489358061941713,-0.007017252876802784,-0.018724323604469795,0.04915528420468712,0.5464475245718913,0.010956247669153303,"EPC
(inv)"
E01004035,Southwark 011D,0.09293841619924689,0.6969712364279497,-0.21785658384545462,-0.08245459575326869,0.6718134375708965,0.4302091430265868,-0.11147842789893123,Overcrowding
E01004041,Southwark 013D,-0.662590690719506,0.7078756564014147,0.008699195051112938,-0.13081060417189144,-0.20663625404986805,0.553714007526714,0.1880270510422057,Overcrowding
E01004046,Southwark 028E,-0.6667263852639453,0.6641320372192914,-0.3007371592267868,-0.016857305839144333,-0.15387513324730007,0.7057711558939493,-0.22250045668412838,"EPC
(inv)"
E01004050,Southwark 024D,-0.7147252228484827,0.6272904063409203,-0.24202488284053061,0.04649790971918883,-0.18691308786332717,0.6945862694421385,-0.174879753537199,"EPC
(inv)"
E01004058,Southwark 008C,-0.09084096266917703,0.3557305767647284,-0.3184662485961895,-0.1045520698303223,0.8676703230232302,0.6823066960688686,-0.0609921470587101,"Hospital
(inv)"
E01033868,Southwark 002G,-0.24703715468891266,-0.27951669413080116,0.6991624654756298,-0.6094067288854929,-0.02526554104936292,0.49669761508875265,-0.07522531938991116,Price
E01033884,Southwark 035A,-0.0576971267752826,0.03745342180352773,0.5182949109595242,-0.8340041591707196,0.17628309764831163,0.5930465453519109,0.264998882770952,"Transport
(inv)"
E01003921,Southwark 021C,-0.1360825395917427,0.9000619213312493,-0.24923682831975608,-0.19809364219410458,0.2645940145187422,0.6658835711450627,0.22513941569479995,Overcrowding
E01003935,Southwark 002D,0.3123876356923011,0.2520256422313537,-0.911653881555794,0.0881901886013932,-0.002594533320980352,0.6008925692361349,0.15733250001921906,Price
E01003986,Southwark 011A,-0.815531561358401,-0.5596040119978587,0.11053072829869484,0.008326527215371473,0.0972895124384996,0.5736322689077302,0.07540029148811676,"EPC
(inv)"
E01003987,Southwark 011B,-0.8795822319570946,-0.4582041611157428,0.08314395694347676,0.015466642627094285,0.09608282547479688,0.7811871243667642,0.20176368735245886,"EPC
(inv)"
E01004002,Southwark 029A,-0.15344998113557648,0.2593981676542447,-0.0996677614451432,-0.12100510589182539,0.9405263396544157,0.7505938204845053,-0.44105521653751767,"Hospital
(inv)"
E01004005,Southwark 023D,-0.4505162947809237,0.45603857637690026,-0.505523808586752,-0.2849216020698402,-0.5023238443662604,0.5469102976359111,0.1839984167994021,Price
E01004006,Southwark 023E,-0.5063841699051363,0.468499168263794,-0.5364403661941645,-0.26775074902081386,-0.40573990649415137,0.5765593960695237,-0.30105370073750654,Price
E01004020,Southwark 029D,-0.18316245169572884,0.2705175208288739,-0.06212776791257518,-0.11851632342508805,0.9356098592626151,0.721005773977845,-0.08986835106543295,"Hospital
(inv)"
E01004029,Southwark 001A,-0.06439674389807039,0.4623911548788706,-0.13972617385722216,-0.18256278288730032,0.8539290988769361,0.7550010067391733,0.06593150149174876,"Hospital
(inv)"
E01004038,Southwark 010C,-0.109427111446002,0.9588983120600492,-0.14212165949260247,-0.12635990879078807,0.17992871300163077,0.41524130268356213,0.01019872111053535,Overcrowding
E01032583,Southwark 034D,-0.39055137506550397,-0.3014438722972588,0.8530346114042318,-0.1631790769155424,0.04801828706129783,0.5715749087680053,0.2401401360790801,Price
E01033869,Southwark 004F,-0.006986601353723021,0.3969180810717322,-0.8893900608855994,0.1954469525346858,-0.11486092748481751,0.678524475103882,0.16186314904559784,Price
E01003984,Southwark 023A,-0.7754659061883072,-0.5791635603543095,0.03849038714912412,-0.12947194597422546,0.21207947566897212,0.6158860223557983,-0.011318958157588559,"EPC
(inv)"
E01004053,Southwark 001C,-0.0941761504337617,0.3960630627403331,-0.11906099640599413,-0.19086125649220106,0.885246498398754,0.7239334837275575,-0.01500437805147147,"Hospital
(inv)"
E01004067,Southwark 022E,-0.508850992892347,0.2958221283996264,-0.2779280773640259,0.11245127631333511,0.7507800141518324,0.5552606028431321,-0.11329128501598648,"Hospital
(inv)"
E01033880,Southwark 015H,-0.9305915891736369,-0.2869160017886969,-0.15552304442322357,0.09645061928959908,-0.13486423828746522,0.612341267392837,-0.233736770173587,"EPC
(inv)"
E01003919,Southwark 021A,-0.050625284559473314,0.914578834103773,-0.22385399837987427,-0.17880813420445443,0.28089086016515263,0.6385078799537273,-0.27863461566038755,Overcrowding
E01003933,Southwark 034C,0.3040421910588685,-0.5951886444835063,0.2803508067577462,-0.6582113262312737,0.2036420848085127,0.5294946672148074,0.08249409221377364,"Transport
(inv)"
E01003953,Southwark 028A,-0.6684828256354469,0.5958492829430319,-0.3613363765335907,-0.026493270161583402,-0.25851203739176937,0.725508493602181,0.004755172432798215,"EPC
(inv)"
E01004004,Southwark 023C,-0.6342213359913115,0.3953642473209735,-0.5873858396919052,-0.19439052424367215,-0.24215822993947864,0.5144384268054152,0.023260324239472042,"EPC
(inv)"
E01004068,Southwark 026E,-0.46424599526605287,0.576433977903569,-0.49270093682494087,-0.2914398200451827,-0.35285711434170697,0.5276426834618991,-0.04990392430135896,Overcrowding
E01004059,Southwark 008D,-0.0732086511212498,0.373784513747623,-0.35327727088694283,-0.10640701114564265,0.8478197618227498,0.7335905844766095,-0.2642083852889636,"Hospital
(inv)"
E01004056,Southwark 008A,-0.11901256446099157,0.348320697837448,-0.21063046703699245,-0.12768231431264043,0.8965716557676795,0.6689720120863418,0.14192579626100513,"Hospital
(inv)"
E01033867,Southwark 002F,0.3680771571865324,0.3125343161525368,-0.8478788734084682,0.2172000953676738,0.027695526433085937,0.5549762247478359,0.16141548316546012,Price
E01004033,Southwark 007C,-0.11554429137113796,0.4501273702631112,-0.20728391503490995,-0.11103310594841623,0.8536626354847714,0.6831677126114841,0.1889629954978352,"Hospital
(inv)"
E01003934,Southwark 002C,0.368391082737799,0.3208040504761901,-0.8717593133896159,0.015264566591678685,-0.03428503875710427,0.632928465429042,-0.4869050012601988,Price
E01004063,Southwark 025C,-0.5969222042148408,0.7143906897490689,-0.29296551839945106,-0.18088767926369984,0.12157580776897825,0.6154917499103824,-0.06437844601665994,Overcrowding
E01004064,Southwark 026D,-0.2620693322010418,0.10735470281621151,-0.017150783445596306,-0.22860100012778067,0.9312583241349973,0.47692704557083787,0.12142943142429782,"Hospital
(inv)"
E01003949,Southwark 032A,0.36884222653872295,-0.2701866552687837,0.5809818136495507,-0.006090082515893963,0.6733332208795684,0.7694921737046014,-0.29780181859444793,"Hospital
(inv)"
E01003950,Southwark 032B,-0.387663579802584,0.309507130309143,-0.634057325801406,-0.004745323565685416,-0.5931872172293263,0.7657925967657601,0.5392512887455931,Price
E01004000,Southwark 026A,-0.16307065828600922,0.24241195139984906,-0.2062070697873557,-0.17982994960693569,0.9163974246028651,0.6755049095202875,0.0018215305343877576,"Hospital
(inv)"
E01004018,Southwark 032E,0.10948094525577759,-0.034275194502563555,0.29337739745805413,-0.06262717937481947,0.9470198903571172,0.7737532939051527,-0.26605578798834445,"Hospital
(inv)"
E01004074,Southwark 031D,-0.46509862087514653,0.4601289495588857,-0.7403645723629222,-0.02936173408317602,0.15153485143481202,0.7631718065873897,-0.24416143864120485,Price
E01004017,Southwark 029C,-0.02651152472287855,0.14625874919928553,0.1874557594801852,-0.06622118789313267,0.968700474786328,0.6593593007228916,-0.2135114964171879,"Hospital
(inv)"
E01004072,Southwark 030E,-0.38497365009466505,0.42700338530316273,-0.7998277851926011,-0.06939419310279293,0.157871332641299,0.6736304282941789,-0.18002231885261302,Price
E01003969,Southwark 017B,0.3409328788449066,0.6913002039248193,-0.13037644412460558,-0.21183755596721718,0.5865114089898736,0.4585832607296585,0.028692932992944554,Overcrowding
E01004073,Southwark 031C,-0.5411775020466452,0.5132141877640004,-0.6617541649834838,-0.01036465391749536,0.07557848789485776,0.7809568406039399,-0.1592553447429764,Price
E01033881,Southwark 016F,0.7945032875029192,-0.035381427907924534,0.1515841678261956,-0.20520225648294851,0.5499335911771492,0.4724030811816727,-0.021959721720297604,"EPC
(inv)"
E01003989,Southwark 018C,-0.885657062795895,-0.45950800398263014,0.06256708411965002,0.005430929262448248,-0.02279970148397201,0.7416900748475523,0.09106389133848647,"EPC
(inv)"
